,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,22505.018342272,0.25000000000000006,7929.6353574207,0.24999999999999997,7590.4334846939,0.25,105707.47416669,0.24999999999999994,14771.657542641,0.25,1594.7729518471,0.24999999999999997,22317.696577703,0.25,28161.637630942,0.25,20022.302829527,0.25,5358.6253749164,0.25,3301.9553496358,0.25,2461.3042534521,0.24999999999999997,716.46808703356,0.24999999999999997,376.55359033147,0.25,780.42579743893,0.25,14743.034790883,0.25,1016.4388012736,0.25,18914.134712613,0.25
21,23789.2998632261,0.2627590489730697,8489.213258938315,0.26334329049856675,7980.343703229855,0.2625472805120807,111318.748540341,0.2626085280733243,15732.8935588846,0.26309289807718533,1757.5207395063,0.2650266735818648,23486.94134627815,0.2625835364661215,29776.9747771274,0.2627705546966147,21152.776081061602,0.2627354481921629,5764.775049222079,0.26359547569710584,3543.11501102176,0.26346075179245787,2722.131692593305,0.26525923750642866,837.910530159352,0.2694449855489753,432.47068899409646,0.26799300461079434,919.2581938201384,0.2700381245698463,15578.66813581805,0.2627439587847284,1722.3949467770199,0.3088898604840329,20679.473579395497,0.26452533997486705
22,25073.5813841802,0.27547902417733044,9048.79116045593,0.2765517647148772,8370.25392176581,0.27508761720570446,116930.022913992,0.27520098642805446,16694.1295751282,0.2760931537340177,1920.2685271655,0.2796006168813683,24656.1861148533,0.2751547442721512,31392.3119233128,0.2755002456173848,22283.249332596202,0.2754354807463987,6170.92472352776,0.2770121313958801,3784.27467240772,0.27676637369509755,2982.9591317345103,0.280017850626929,959.3529732851439,0.28740143372323523,488.387787656723,0.2848646437232012,1058.090590201347,0.2884311398831365,16414.3014807531,0.27545118490343556,2428.35109228044,0.3508876474446904,22444.812446178,0.2786981602560387
23,26357.8629051343,0.2881628921929848,9608.369061973544,0.2896377528405435,8760.164140301766,0.287621490019524,122541.29728764298,0.2877785189238785,17655.3655913718,0.2890086631739268,2083.0163148247,0.2937783211274294,25825.43088342845,0.28771449073476185,33007.6490694982,0.2881921893788906,23413.722584130803,0.2881027611413463,6577.074397833439,0.2902673593393259,4025.43433379368,0.28993148096566634,3243.786570875715,0.29434025429991395,1080.795416410936,0.30414476372397087,544.3048863193494,0.3008029430919531,1196.9229865825555,0.30549432469215176,17249.93482568815,0.28812445041033424,3134.30723778386,0.38308148997898717,24210.1513129605,0.2925593296100005
24,27642.1444260884,0.3008132621974262,10167.94696349116,0.30261181283360516,9150.07435883772,0.3001493260278345,128152.571661294,0.3003421398332018,18616.6016076154,0.30184626083029076,2245.7641024839,0.307605423596209,26994.6756520036,0.3002635460096054,34622.9862156836,0.300849125490257,24544.1958356654,0.30073963485381006,6983.22407213912,0.3033759029025591,4266.59399517964,0.3029685286290299,3504.61401001692,0.30827813117093805,1202.237859536728,0.3198746741347136,600.221984981976,0.31594860646551004,1335.755382963764,0.32145352033439867,18085.5681706232,0.3007661953072859,3840.26338328728,0.4086634053165691,25975.490179743,0.3061423818839617
25,28926.425947042502,0.31343244349098043,10727.524865008774,0.31548306777029567,9539.984577373674,0.31267150725036874,133763.846034945,0.31289275350797957,19577.837623859,0.31461190910660036,2408.5118901431,0.32111942055947446,28163.920420578746,0.31280259767935303,36238.323361869,0.31347347730173375,25674.669087200004,0.3133481801033779,7389.3737464447995,0.3163503891775762,4507.7536565656,0.3158882337034487,3765.441449158125,0.3218736989581543,1323.6803026625198,0.3347414322102859,656.1390836446025,0.3304101801686518,1474.5877793449724,0.33647707197096655,18921.20151555825,0.31337858069670854,4546.2195287907,0.42939661390129824,27740.829046525498,0.31947523652812004
26,30210.7074679966,0.32602249163879243,11287.10276652639,0.3282594648658475,9929.89479590963,0.3251883770384704,139375.120408596,0.3254311703677213,20539.0736401026,0.3273108466275493,2571.2596778023,0.3343515660502912,29333.165189153897,0.3253322626409108,37853.660508054396,0.3260674008443209,26805.1423387346,0.3259302486375879,7795.52342075048,0.3292017313124278,4748.91331795156,0.3286998968991012,4026.26888829933,0.3351619728417316,1445.122745788312,0.3488614763352811,712.0561823072289,0.34427348876228675,1613.420175726181,0.35069444717090714,19756.834860493298,0.32596353147106283,5252.17567429412,0.44637707541176824,29506.167913308,0.33258143258674866
27,31494.9889889507,0.33858524586684396,11846.680668044006,0.34094797730964854,10319.805014445585,0.33770024534253035,144986.394782247,0.33795812001633263,21500.309656346202,0.339947705578185,2734.0074654615,0.34732823655308653,30502.409957729047,0.3378530968789243,39468.9976542398,0.3386328243770941,27935.6155902692,0.3384874988473802,8201.67309505616,0.34193943754064937,4990.07297933752,0.34141165158102316,4287.096327440535,0.3481723766871607,1566.5651889141038,0.36232720553229764,767.9732809698555,0.35760778395288895,1752.2525721073894,0.36420775293053836,20592.46820542835,0.3385227709514355,5958.13181979754,0.4603411821561554,31271.5067800905,0.34548103444011974
28,32779.2705099048,0.3511223596567049,12406.258569561622,0.3535547636279447,10709.71523298154,0.350207393091284,150597.66915589798,0.3504742620939139,22461.5456725898,0.3525266056618979,2896.7552531207,0.3600719344960134,31671.654726304198,0.3503656035675576,41084.334800425204,0.35117148071584775,29066.0888418038,0.3510214229052742,8607.82276936184,0.35457185206131103,5231.2326407234805,0.35403065914027443,4547.92376658174,0.36092991849739614,1688.0076320398957,0.37521340236539213,823.8903796324819,0.37046990634684857,1891.084968488598,0.3770992053730555,21428.1015503634,0.3510578492566806,6664.08796530096,0.47181199804695695,33036.845646873,0.3581913100997667
29,34063.552030858904,0.3636353259923982,12965.836471079236,0.36608529501234116,11099.625451517495,0.36271007585941495,156208.943529549,0.36298019532397696,23422.781688833402,0.36505123013130436,3059.5030407799,0.37260204094124033,32840.89949487935,0.36287023983729194,42699.6719466106,0.36368493389102835,30196.5620933384,0.363533369194294,9013.97244366752,0.3671063452848491,5472.39230210944,0.366563264232905,4808.751205722945,0.37345606603061543,1809.4500751656878,0.38758160464918046,879.8074782951085,0.3829071927671988,2029.9173648698065,0.3894361656317661,22263.73489529845,0.3635701667366495,7370.04411080438,0.48117689753687265,34802.1845136555,0.3707272481983438
30,35347.833551813004,0.37612549835938014,13525.41437259685,0.3785444581495859,11489.53567005345,0.37520852695991913,161820.2179032,0.37547646510984173,24384.017705077,0.37752488790338706,3222.2508284390997,0.3849353900792729,34010.144263454495,0.37536742246614263,44315.009092796,0.37617460130528246,31327.035344873002,0.3760245609895101,9420.1221179732,0.37954946587601834,5713.5519634954,0.37901511952486217,5069.57864486415,0.38576941107845497,1930.89251829148,0.39948317394678207,935.7245769577349,0.39495956247064573,2168.749761251015,0.40127464620836334,23099.3682402335,0.376060993480247,8076.0002563078,0.488732261263214,36567.523380438,0.38310195821920634
31,36632.1150727671,0.38859410833783736,14084.992274114466,0.39093663907874177,11879.445888589406,0.38770296006780347,167431.492276851,0.3879635699548253,25345.2537213206,0.38995056475075496,3384.9986160983,0.3970867145274136,35179.38903202965,0.38785753269715106,45930.3462389814,0.38864177228577734,32457.5085964076,0.38849611213016094,9826.27179227888,0.39190706357168426,5954.71162488136,0.3913912869593126,5330.406084005355,0.3978861815944778,2052.3349614172716,0.41096150638907225,991.6416756203614,0.4066610490747265,2307.5821576322232,0.4126618199599236,23935.00158516855,0.3885314856731923,8781.95640181122,0.4947108550586497,38332.8622472205,0.39532698466404026
32,37916.3965937212,0.4010422804420038,14644.570175632081,0.40326579218646946,12269.35610712536,0.40019357145911405,173042.766650502,0.40044196692144074,26306.489737564203,0.4023309658291526,3547.7464037575,0.4090689952626104,36348.633800604795,0.400340920340707,47545.6833851668,0.40108762372333784,33587.9818479422,0.40094904025448175,10232.42146658456,0.40418438935947176,6195.87128626732,0.40369632073112427,5591.23352314656,0.40982064221518566,2173.7774045430638,0.42205366180115916,1047.558774282988,0.41804094822244725,2446.4145540134323,0.4236378579858779,24770.6349301036,0.40098269940581566,9487.91254731464,0.4992994481036031,40098.201114003,0.40741255675108057
33,39200.6781146753,0.4134710447147511,15204.148077149697,0.4155354974382678,12659.266325661316,0.4126805419320586,178654.041024153,0.4129120762997772,27267.7257538078,0.41466855126866214,3710.4941914167,0.4208937400229855,37517.87856917995,0.4128179072873371,49161.0205313522,0.4135132333387234,34718.4550994768,0.41338427804510075,10638.571140890239,0.41638617791796695,6437.03094765328,0.41593433585207734,5852.0609622877655,0.42158541153540097,2295.219847668856,0.43279158793133254,1103.4758729456144,0.4291246926092909,2585.2469503946404,0.434237303581578,25606.26827503865,0.41341560240053343,10193.86869281806,0.502650613752835,41863.5399807855,0.4193677891118713
34,40484.9596356294,0.4258813474790249,15763.725978667313,0.4277490082081316,13049.176544197271,0.4251640384637099,184265.315397804,0.42537428562072543,28228.961770051403,0.4269655661631656,3873.2419790759,0.43257120727689924,38687.123337755096,0.42528879053131124,50776.3576775376,0.4259195910017774,35848.928351011404,0.4258026828387378,11044.72081519592,0.42851671601268926,6678.19060903924,0.4281090652520403,6112.88840142897,0.433191716356273,2416.6622907946476,0.4432030563791765,1159.392971608241,0.43993452958690765,2724.079346775849,0.4444901178373032,26441.9016199737,0.425831084029715,10899.82483832148,0.5048909014822085,43628.878847568005,0.43120084475099446
35,41769.2411565835,0.4382740605654585,16323.303880184925,0.439909291528067,13439.086762733226,0.4376442156454562,189876.58977145498,0.43782895312303927,29190.197786295,0.4392240659993897,4035.9897667350997,0.4441105882281401,39856.36810633025,0.43775384478584106,52391.694823722995,0.4383076084417517,36979.401602546,0.4382050448819246,11450.8704895016,0.44057989966583777,6919.3502704252005,0.4402239076752691,6373.715840570175,0.4446495975650394,2538.1047339204397,0.45331238910158606,1215.3100702708675,0.4504900531999073,2862.9117431570576,0.45442248798487694,27277.53496490875,0.4382299639190274,11605.7809838249,0.5061266572624372,45394.2177143505,0.4429190685951162
36,43053.5226775376,0.4506499892721031,16882.88178170254,0.45201906217599375,13828.996981269182,0.4501212169322761,195487.864145106,0.45027641076242025,30151.433802538602,0.45144593834553515,4198.7375543943,0.45552015608472973,41025.6128749054,0.45021332475533216,54007.0319699084,0.4506781276197633,38109.8748540806,0.4505920944588607,11857.02016380728,0.4525792822729915,7160.509931811161,0.4522819681229697,6634.54327971138,0.4559680784389833,2659.547177046232,0.46314103007231744,1271.2271689334939,0.4608086271444861,3001.7441395382657,0.46405746114841884,28113.1683098438,0.45061299937297306,12311.73712932832,0.5064482700670171,47159.556581133,0.45452909786988777
37,44337.8041984917,0.46300987926291004,17442.459683220157,0.46408081171712023,14218.907199805137,0.4625951757345269,201099.138518757,0.4627169668344637,31112.669818782204,0.4636329214507377,4361.4853420535,0.4668073895126321,42194.85764348054,0.46266746711810913,55622.3691160938,0.4630319279820038,39240.3481056152,0.46296450807420036,12263.169838112959,0.46451811535960336,7401.669593197121,0.46428609221266237,6895.370718852585,0.46715530343050354,2780.989620172024,0.4727080006186349,1327.1442675961202,0.47090572479685217,3140.5765359194747,0.4734154474911977,28948.80165477885,0.46298089181389707,13017.69327483174,0.505933335382748,48924.8954479155,0.4660369540371485
38,45622.0857194458,0.47535442257294236,18002.037584737773,0.47609683338295516,14608.817418341092,0.4750662163758518,206710.412892408,0.4751509082703555,32073.905835025806,0.4757866202766974,4524.2331297127,0.4779790755299973,43364.1024120557,0.475116492263463,57237.7062622792,0.47536973277131833,40370.821357149805,0.47532291383955216,12669.319512418639,0.4763993833082807,7642.829254583081,0.4762388955366611,7156.19815799379,0.47821865352482973,2902.4320632978156,0.4820302661195967,1383.0613662587468,0.48079520535947023,3279.408932300683,0.4825146242216346,29784.4349997139,0.47533429239008035,13723.64942033516,0.5046490553085322,50690.234314698,0.477448119923363
39,46906.3672403999,0.4876842628577455,18561.61548625539,0.4880692434946765,14998.727636877045,0.48753445493674097,212321.687266059,0.48757850265387886,33035.1418512694,0.48790852038192,4686.9809173719,0.48904139587798834,44533.34718063085,0.4875606058192342,58853.0434084646,0.4876922145423884,41501.2946086844,0.4876678961855624,13075.46918672432,0.48822583311241075,7883.988915969041,0.4881427888815101,7417.025597134995,0.48916484282980194,3023.8745064236077,0.49112303428508447,1438.9784649213734,0.49048954020886615,3418.241328681891,0.4913712633378252,30620.06834464895,0.4876738068803278,14429.60556583858,0.5026540890149647,52455.573181480504,0.48876760485435233
40,48190.648761354,0.5,19121.193387773,0.5,15388.637855413,0.5,217932.96163971,0.5,33996.377867513,0.5,4849.7287050311,0.5,45702.591949206,0.5,60468.38055465,0.5,42631.767860219,0.5,13481.61886103,0.5000000000000001,8125.148577355,0.49999999999999994,7677.8530362762,0.4999999999999999,3145.3169495494,0.5,1494.895563584,0.5,3557.0737250631,0.5,31455.701689584,0.4999999999999999,15135.561711342,0.5,54220.912048263,0.5
41,49615.95074238305,0.5127222559071933,19818.93459279505,0.5131431782502195,15880.77911834085,0.5128578088400604,223675.3958598025,0.5125603880565436,35043.8036760237,0.5127902769975593,5078.062116002335,0.513949600968075,46936.49327424645,0.5125910027474299,62271.6136369161,0.5127354920031552,43823.42304507405,0.5126377994967826,14316.85514037395,0.5153328737885782,8399.35648374545,0.5129649908360345,8036.2772697133905,0.5139161998328322,3304.3482485747,0.5142499533142731,1602.865946706655,0.5164177033880891,4331.190288372445,0.5364493028346664,32352.9709758234,0.5126668995772006,16334.4949548524,0.5172033984812628,56782.20775437085,0.5139627641390037
42,51041.2527234121,0.5254154719064015,20516.6757978171,0.5261988901892888,16372.920381268701,0.5256681953136781,229417.830079895,0.5251130401399295,36091.2294845344,0.5255423462660795,5306.39552697357,0.5276907364103202,48170.3945992869,0.5251703005481917,64074.8467191822,0.5254401694498515,45015.0782299291,0.5252577706009396,15152.091419717899,0.530229019291552,8673.5643901359,0.5258677198309452,8394.70150315058,0.5276291444067088,3463.3795476,0.5282438999773177,1710.83632982931,0.5322048728371571,5105.30685168179,0.5672561061362658,33250.2402620628,0.5253121302516616,17533.4281983628,0.5336288525875562,59343.5034604787,0.5277150051027764
43,52466.55470444115,0.5380808562492185,21214.41700283915,0.5391715617122397,16865.06164419655,0.5384332822274553,235160.2642999875,0.5376582449532987,37138.6552930451,0.5382578595380231,5534.728937944805,0.5412367262846235,49404.29592432735,0.537738340372228,65878.0798014483,0.538115324377097,46206.73341478415,0.537860616752567,15987.32769906185,0.544724091029111,8947.77229652635,0.5387111172939896,8753.12573658777,0.5411517210980568,3622.4108466253,0.541999284467586,1818.806712951965,0.5474203450890814,5879.423414991135,0.5936663861670237,34147.5095483022,0.5379365634597966,18732.3614418732,0.5493549319926563,61904.79916658655,0.5412702147795622
44,53891.8566854702,0.5507195356557245,21912.1582078612,0.5520652575878047,17357.2029071244,0.5511550385862958,240902.69852008,0.5501962736772985,38186.0811015558,0.5509383528600562,5763.06234891604,0.5545995297485842,50638.1972493678,0.5502955414465918,67681.3128837144,0.5507621609783995,47398.3885996392,0.5504469963152406,16822.5639784058,0.5588491410109973,9221.9802029168,0.5514978906463499,9111.54997002496,0.5544955103752329,3781.4421456505997,0.555531655770598,1926.77709607462,0.5621143387397927,6653.5399783004805,0.6165255830238596,35044.7788345416,0.5505410137488129,19931.2946853836,0.5644478090787399,64466.094872694404,0.5546405027151267
45,55317.15866649925,0.563332562815022,22609.89941288325,0.5648837214116031,17849.34417005225,0.5638352947560717,246645.1327401725,0.5627273814238043,39233.5069100665,0.5635852576284732,5991.395759887275,0.5677899321860207,51872.09857440825,0.5628422976079716,69484.5459659805,0.5633818037443842,48590.04378449425,0.5630175265191717,17657.80025774975,0.5726314099047436,9496.18810930725,0.5642305474577696,9469.97420346215,0.5676709641461103,3940.4734446759003,0.5688549437746098,2034.747479197275,0.5763301243497339,7427.656541609826,0.6364385798775455,35942.048120781,0.5631262438441929,21130.227928893997,0.5789638360727929,67027.39057880225,0.5678367866268329
46,56742.46064752831,0.575920923021258,23307.6406179053,0.5776304100496854,18341.485432980102,0.5764757557568543,252387.566960265,0.575251808538157,40280.9327185772,0.5761999103069617,6219.729170858509,0.5808177004276905,53105.999899448696,0.5753789794047804,71287.7790482466,0.5759753046584012,49781.6989693493,0.5755727869716575,18493.0365370937,0.5860949514855949,9770.3960156977,0.5769114155094615,9828.39843689934,0.5806875539826227,4099.5047437012,0.5819816859103806,2142.7178623199297,0.590105300128108,8201.773104919172,0.6538558479854144,36839.3174070204,0.5756929691511721,22329.161172404398,0.5929514717465113,69588.6862849101,0.5808689504323618
47,58167.76262855735,0.5884855400638891,24005.38182292735,0.5903085234735543,18833.62669590795,0.5890780129609191,258130.0011803575,0.5877697817687755,41328.3585270879,0.588783561014051,6448.062581829745,0.5936917125374211,54339.90122448915,0.5879059359806444,73091.0121305127,0.5885436495778433,50973.35415420435,0.5881133227914828,19328.27281643765,0.5992611313961697,10044.60392208815,0.5895426603394224,10186.822670336529,0.5935538952167173,4258.5360427265,0.594923214563223,2250.688245442585,0.6034727813981353,8975.889668228516,0.6691235718662966,37736.5866932598,0.588241861765619,23528.0944159148,0.6064527477330244,72149.98199101795,0.5937459763171453
48,59593.06460958641,0.6010272814721337,24703.123027949398,0.6029210307186248,19325.7679588358,0.6016435544234465,263872.43540045,0.6002815153202855,42375.7843355986,0.6013373811368937,6676.395992800979,0.606420067079333,55573.8025495296,0.6004234967664476,74894.2452127788,0.601087763911045,52165.0093390594,0.6006396474153657,20163.5090957816,0.6121490298199237,10318.8118284786,0.6021263006458368,10545.246903773721,0.6062778515414075,4417.5673417518,0.6076898132498432,2358.65862856524,0.6164615786249343,9750.00623153786,0.6825146124270371,38633.855979499196,0.6007735540581225,24727.0276594252,0.619504402175696,74711.2776971258,0.6064760558704355
49,61018.36659061545,0.6135469631980978,25400.86423297145,0.6154706925645299,19817.90922176365,0.6141737740363127,269614.8696205425,0.6127872118040416,43423.2101441093,0.6138624701030054,6904.729403772215,0.6190101756970208,56807.70387457005,0.6129319730041924,76697.4782950449,0.6136085176825322,53356.66452391445,0.6131522451174399,20998.74537512555,0.6247757697687455,10593.019734869049,0.6146642218597451,10903.67113721091,0.6188666237343017,4576.5986407771,0.6202908476964146,2466.629011687895,0.6290974167382288,10524.122794847206,0.6942485664267828,39531.1252657386,0.6132886418855176,25925.9609029356,0.6321387685520274,77272.57340323365,0.6190666842072426
50,62443.668571644506,0.6260453538103102,26098.6054379935,0.6279600814294812,20310.0504846915,0.6266699796648124,275357.303840635,0.6252870630979988,44470.635952619996,0.6263598614210594,7133.062814743449,0.6314688420179319,58041.605199610494,0.6254316591226702,78500.711377311,0.6261067300652932,54548.3197087695,0.6256515732768373,21833.9816544695,0.6371567871204696,10867.227641259498,0.6271581881460967,11262.0953706481,0.63132682535351,4735.6299398024,0.6327348765785026,2574.5993948105497,0.6414032336103102,11298.239358156552,0.7045052775051346,40428.394551977995,0.6257876874761142,27124.894146446,0.644384481351816,79833.8691093415,0.631524740155391
51,63868.970552673556,0.6385231782588028,26796.34664301555,0.640391598885869,20802.19174761935,0.6391334004021116,281099.7380607275,0.6377812511262833,45518.0617611307,0.6388305280849143,7361.396225714685,0.6438023292735515,59275.50652465095,0.6379228339821786,80303.94445957709,0.6385831734470492,55739.97489362455,0.6381380644234901,22669.217933813452,0.6493060545617699,11141.43554764995,0.6396098530500445,11620.51960408529,0.643664547670315,4894.6612388277,0.6450297456517396,2682.569777933205,0.6533995853171443,12072.355921465896,0.7134342362275744,41325.6638382174,0.6382712220282608,28323.8273899564,0.6562670427246857,82395.16481544935,0.643856554949219
52,65294.272533702606,0.6509811212640583,27494.087848037598,0.6527674911357644,21294.333010547198,0.6515651930556119,286842.17228081997,0.6502699485674421,46565.4875696414,0.6512753874210424,7589.729636685919,0.6560164185472388,60509.4078496914,0.6504057620032117,82107.17754184321,0.6510385770877852,56931.630078479604,0.6506121280880979,23504.454213157398,0.661236268703227,11415.643454040399,0.6520207689708417,11978.94383752248,0.6558854156520526,5053.692537853,0.657182668220142,2790.54016105586,0.6651049786421881,12846.47248477524,0.7211613018442651,42222.9331244568,0.6507397480562982,29522.7606334668,0.6678092821781454,84956.4605215572,0.6560679713814543
53,66719.57451473165,0.6634198303747547,28191.82905305965,0.6650898627294373,21786.47427347505,0.6639664479623434,292584.6065009125,0.6627533194991875,47612.9133781521,0.663695305447862,7818.063047657154,0.6681164591901598,61743.30917473185,0.6628806941920701,83910.4106241093,0.6634736304176581,58123.28526333465,0.663074152478698,24339.69049250135,0.6729590075089744,11689.85136043085,0.6643923956173805,12337.36807095967,0.6679946364582483,5212.7238368783,0.6692002942902728,2898.510544178515,0.6765361461782144,13620.589048084585,0.7277936232941028,43120.2024106962,0.6631937415132896,30721.6938769772,0.6790317330092709,87517.75622766506,0.6681643949848578
54,68144.8764957607,0.6758399187330307,28889.570258081698,0.6773606887647172,22278.6155364029,0.6763381942163151,298327.040721005,0.6752315199864595,48660.3391866628,0.6760911008057313,8046.396458628389,0.6801074126551797,62977.2104997723,0.6753478690746731,85713.6437063754,0.6758889860175837,59314.94044818971,0.6755245060032987,25174.9267718453,0.6844848636017983,11964.0592668213,0.6767261075760477,12695.792304396859,0.679997041638531,5371.755135903601,0.6810887702968871,3006.4809273011697,0.6877082756934088,14394.705611393932,0.7334233161679184,44017.4716969356,0.6756336537159476,31920.627120487596,0.6899529431939185,90079.05193377289,0.6801508385181876
55,69570.17847678976,0.6882419675807534,29587.311463103746,0.6895818257678805,22770.75679933075,0.6886814043789096,304069.4749410975,0.6877046986187829,49707.7649951735,0.6884635483081805,8274.729869599625,0.6919938907694845,64211.111824812746,0.6878075135484158,87516.8767886415,0.6882852623190353,60506.59563304475,0.6879635386555032,26010.16305118925,0.6958235578138572,12238.267173211749,0.6890232011022119,13054.21653783405,0.691897124004099,5530.7864349289,0.6928537909251716,3114.451310423825,0.698635202725314,15168.822174703277,0.7381302596977152,44914.740983175,0.6880599130938316,33119.560363997996,0.7005897341641414,92640.34763988075,0.6920319607969398
